Subject,Body,,
Final Warning: Password Expired Notice,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Email Account Update Now

Password for roombookings@uvic.ca is due to expire on
Use below button to keep or update current credentials.

  ________________________________

Keep or Update<https://u29184271.ct.sendgrid.net/ls/click?upn=pplFIA-2BlzUgwbwWUXDS5Fq1cR1WwdGB-2B5LfazxLxDeaVLCFr5wrLUApAZwXGYXZONdH-2FZD4KNOFArEkrVXVN5dC2Dkos4SC3gCNT-2FpFYkLHmMjA5anBZ754RzqWTbADComBabj7MUpX8oGRSwSUjlsn9Qypb1Xxgts-2BFLV2qgO08-2Bme5QjiULv5EAGjod9q28BArx36aGRJOucLKqXLmT5ybTK-2FjOJKizDCraO7HhpLwqHf72QLr1NZkHF4-2BDYpzSumgvACGVoLpta-2BaCKSxsJD5uFTy7LbiJ1AE0oTH4eKmCmtPDatDASzbrPcpB5vZz5pK7RU25z4Ojumjn2tOVdGVrKTBuLfROWDPkoKacwhSiObImsJq8sT6K3YBVvSYxEDz04NQqrWbYjfivjHLe-2Bms69UPvJ0RLIDaKXIFM13K0kmSilLsxgCQRBLPUIWXuhSogE4xG6q49AvwYkZDJ7REem2h1QXjEBuFweFnmBAS-2B2vlk7Cfe2ciRhjvJkorbbtfdsYGjAM5J50yeZbst5p0CTdn91-2FH8BgxbqKInoqfI55nfXi4dcM21oZQ-2Bi4luh4P06-2B-2BTQxwcPOpP82QGLulylEsZmzV5tMHvWjhkCjmxCR0JhI0pK5h9aDLplzI-2FUWaL7O5PB9iBcEvc89OvQ-2FJLER8OvBGYepjSGqbHCDD9LAXti0gJIu1qO5HCLGxjeWw-2Beh-2Bc8YOxiMMXg79tmoGJBpLnJs-2Bz4R40ES-2FbXyjxeZpnb7HbkSPxYfNWEsHy0sMJ8P2UKyqvuAh6sc51NQ7JapFgS9pMrILTAxbW7cbaUfWObjXST-2FomLIYEhLBUL24VPpmqNy61D7Hs9qU-2FDfsSEZeGsgFxMRYzHn6Brr8QEFZ-2BP21vKINf0yOckyn9ezLzPOCM3YNuuUyRjp5F9zDAEfoMuDlb6RQrOa09CQ-3Dk62W_k8Jpo68-2BG40JlYcGbjLIzwf9UaaPyNKanTA-2BYgHB4U-2BWGJVo3Aq0uhDDtF-2F-2FE14EVmrnEBz13lGYWcHNIiddbKrRAbqNNTHXnjiSPfhv84lxcEgLaXBywUjfOEQ0A9oLkFE42u9eFTL1xZANYFm98y-2BfgrykFPwecKzbB0JxqZWPwNRGeSqYftJDTt2ddC8UIKq91WzY3RLpIC6WrFEk5ZelCJe1I02Gid0suASX4O-2FmgtWsgQkD175ECdZXJs1FOiGh-2BFdr-2FzDwsGF2OaG4LhR7tdl3RgkD3YA5yUl-2FPH8rseo6yG4kESViAdRNY7ExYltRQA8IC-2FdJNuYY-2FhXDTDhmblUiSLTqMPhkwrpeScLweop-2BMurTmdpNGdHp55rdJRZtYvS1LOThjYbCtWjsvE539EL-2B1XiuZ2ndwSqyU7rHCtcVv-2F8-2FS3J82TK5sn2xYvkCrly9ASXPuu9tMKNTM6xJdp9CjcBhMRK7FoqmTTWc-2Bd1lvvsNov6bymUT3iY1rdaYHWP3JxllO-2BzvncL1OurA2i8xh7SAUApYaK-2F6XOB-2FRq-2FZ1v1ZvFnonT9MFn5ajrwrpkDfR6jEVYLg2HFyk9xf-2F8broAEWbLQVWZqNmgSuvGb8ZOi0m8cTjmMixHpcs-2FbdBH7eSVSGOf9xBksfyKjir4jVT6h6PK0so8ITaUs92-2BiU-2FUtO6LqQ-2BgnrAg-2F-2BqqNKMYCoZdGP3dATIPGwG-2BADcEQ-2Bm7ZFYs8f2uf8mu2TnrTQVNifiYkdbqUhaPICrycFQQX76eyVIoZO6wuSY6EeIcGZdlx0OEZ-2BYbEfN9Ge1cJINxDBJEPy-2FU36tu4hmkpeVdI-2BY2u0SKN3R0o88aCYTlzMfmGc46yWXp4QYWYWuYdJsnykwAUCioG-2BowLyRKbNQ8JDREk1kbT5tpKEwXQDgo-2F2u9SFCJtdXVHOWfVWIMhoB53mAK6YL4PRYGbe>
  ________________________________
All Rights Reserved
Unsubscribe From This List<https://u29184271.ct.sendgrid.net/asm/unsubscribe/?user_id=29184271&data=Pn1rIUfZ6kVjt9kEN2_dx204EvZQQ0_j2_yW2Md74VBoMDAwdTAwMOp48o8yezxMl8JJQvyynMB0-TaFKS2Vksr1L28W__MGYsgzdC1EmO1unL93KkrhwOV_J-P484D3fjlVSfDtxPSgcFl7s8VbAxWxcUyHKuBuTs9O-MWSqrakEKQeVD45Npjp-zOo_vUPgcC1iYFYgo0PAnGCiEM4X87L7MC7fHQrhWwINfZWTl8kH3wODcWN5ifVMUJrRh-nJUDd3MPU6tXQcV8TG_n_g_h7W0DX4xFliYHyzd0HMIob2gVcJWINc6xn8pNVdB8XZuwtvwAwJTQeDA2w0zAZVsbE2r4cSBAJjjdt5QEa8bMyqqAxR9zNBZRd-9pLNxuBNsF5Sgzpf6iHLpSL8BuRZVGA-VrEYUiJgGv49MBWKViZRVlRMddczuFY_PPZ9mZHX5RYjwJt2jfmcZgCCWR87qM8QnziiMi-vUWoGo1yAhV6SYCO7prUwrXrov1fepjSOgPfl4ViAbEX4dL9cklhvomEVg3R6VXLWVfy4_LZsUzAS_ad5unrTnjmO_IuHiHmiMR8SOUEF450dXuMVosdnoZ-H7Bkbu9vp2ETrgzm0WlP4wg2rCL_V3Uqnchb5eNt80KEQpusBsWNXPjDsu2nC22Bm1srElwmUjIhM5vwfMcBbD-2cLN6xZ-GoftisGojjtjH-Sn_s7nIXCt7PFfzysxEQBzcJ5twYYXjkqwmvBs_PNweyvu6Fxy4kB286U5uGr6MnOVuoaSnAkvYjH8s1SnTlgkTxAAGIxH3y8sQqxashfx33ux5cD3-LYNo2nQQhm5Y7eFiG-CfOxbO2bEddi9IFrPhI3H6iOOb3ktC_jVH4RPSsZNw3ckBr9tSetMKVcqJjZR0ddr8vp7zKXDCAG2Y62UhlS0D1JKEMcOcLhkwpYaDFbTb0VQ8eq7erSskHESzSgzq6-5QUljDNf5Q82xiDhaU5NEXOFB9t0rlrj3HsQY413b_qOkwAYpxxChSikTM_6aGBNtqvP9Y9XjOWta4_kYnvKCpQ9zTkERHc6fl_8o8iAp9-50iLEF4XfFBvZZUSyZhl52CXBncV9m5FLRrZVOEgBSKmXUIBa4J4NEM80-MR6mG2gc6Bff97splXBKDtB7Qygk=> | Manage Email Preferences<https://u29184271.ct.sendgrid.net/asm/?user_id=29184271&data=F1eFnlpRsPLNSLySngr4c3A9_W9zwoTOfmOw68oLl0ZoMDAwdTAwMAewFIld7OKYm2sMXZEsArRjQjZUYA9vSsbF0jhbuJY66QGZFSPT-LZF9JH4GolDUp06zRbgJMJpLC2X_IlWREc2lhbe74vfG8RkZp6UTj9O-0vHhulziOr0LJfHapQz69p-NksNyc0wne3bsVcugprQzc_cmk1aKzZtS4KkCW1U6iiL4gl69SDdrxiZWb6GU8gic6p1KG2Y7zCM9YbjnBDTdubJYvtmwr9w44zWD5uCGVzEyf-IwRKcPi6Tkb9pct-P_DnGwycpmNTdpbprnQfAHnUQPCSI9SpTtVw8n1C3yhclIubaythtxps-hfAGwvEprzZRyWHmwM5VWtjfVOy4uPM7qjhVijWRpAdwzeAzD5BOfKDEbjqZHIZjdazYBwCr-of85dlaameYGCP6hwiupI4l5p4YgGABQ6YcvEKVu7RgEWm7LD1yy58KTLZo8GCb_tK3Orfv-Zd7ybHbBnBduAw2oUoEE4JmA-h5r_ftULOOEQB12pMNcEqZ0BqFSUgIiJTFRmqKHaPRxI-jvORIJH2ay3lg_B_K9JM3OYAsslI5dha0MD5Moe_6f0fGLNd2B8Rh3gA1x2KEsCGSltSA_nhIhTlfhWJmw7zHyg4qFQTfK3_Oi_x6KJnYdDDRT7epl2HwXaeEOir6u7wJXFYjIxIaKkObaKBknDq8__waNfa7yHT5YbFp221Zwpxbu0yZdffxWFw0sPnm09SP1uqEnE1_Fy-D1qQmxdi-y-WA-SNtFjksIxucL08E76UKm-0TCFIw4nlKu_GG5CqCZds5W0f-ynp0zWNuDZrqdrRKv2lkpkIsB2GVE6LSgFE84NFZwM2IZw-io1M3eF_XD2voQEj3Dz6vQeYGix8oU2cG2M7I7t2rPIThUnA4VYP47POB2MDo9qfKcWPjet6pl9uhkHsLFUDj3afEw0xfYfIxts-uUBPqPw1gQGU1H7f2DAxIhm5Z1CFogpOKwtkeIdBYRFXxF3Pysfq6j5Mb4ZCx57qAe6chAU9O-iJN6hTHwyDrvEA80XVVaUNesHOQLEuMudTg9TGEvpU2qr0o8srZrtwj__3PDDrthJ3miBfuNw==>
",,
You recieved outstanding invoice file for your review .,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.





  Adobe



            PDF
Scanned document.pdf

Hi meghan.thompson@uvic.ca, A pending payment due invoice has been shared with you on Sharepoint portal
please, Review due invoice and approve for paymnet.




Review Invoice<https://u29184271.ct.sendgrid.net/ls/click?upn=pplFIA-2BlzUgwbwWUXDS5FrELIFduVFrfE7-2FVUUciO6B57th0538I9wLJf94LSYA9NFYC-2BbOKd6rT3ggo91IcnT-2BuJhkW4xa17VEc-2Fkw-2FjgwWW1eHWhxC8kd6deeL2dtH91w-2B0cix6KpEyCRl3xfEaNZxrcE7KBV4lk3fnRYlzfK8rtvOyeN4MFFQHfDdcPvn3chbL-2B9FYXrlM8xDp2fPa99w-2FJVq8Ookam7EKipX09KZUw8GacfmAi6rNfW0AcKpl3Z-2Fuia7RiwwwibOAUfBKlZsEDHJ2IRetIqQxt2JK1Yk7DlCJxqhvVwoJxB97Fes5iSSu9higVlTmFAertGCWY3yQOomOXa8kFogC1U5ve9XdQvlT7SWNehu4XdWytRsA3O0LZmawyl2gm4SlMXqGITlQpSPqPMYQpD8Kz4EO7QQiGBgD-2BbbvWzXMbH5O3C47dLxGgvqrvRYBWCNekuXhOxu8E7Xhk58tUQrAIKwIj8WL2jvtLAR-2Bno6cpzFyLlvLw2qpBU9Qg42c18w4yK96RgDyLFP5WBRqqgJasLpW9L4pk2Qx1KQY2RHcQd0iskyWTn02wRnqATLW5YD0aurGy2kb5c4VW36YTyTMIJMlRYlUuMxAoyhisnsCWoZKpDAGpiv58Pgb0JfRePxtGmsrZa-2FJ3Jmr7F1ydon1Rdbg-2FaNqFmn-2B-2F5-2FGdZ2qZI85kQ9ZAMN6GdtkDzZpcnwZdhK8dlc2niXF-2BhHX8WCAQXRaFDq8NiOFknEH5M2MSLryadpQFwyx7HqGyGfDuagV70aJwe-2Bx4x1fyDL-2FaJuYDoCgJyPH06VRmc3tO6v7M8mIavBTMEY4mlgrwGZZVP3fnA1w-2BIACUBcOMOMlZBrtmBtcqA-3DJV1a_ziLFAJ3jaD2gZYCohyr9aLSHjHxKoU7mugBJFKTVVIy5wQ77CSvxiYhBbpb-2BKCMR7j-2BbDUGDgm3KC5Y43Iw02KiOCVPh-2Fo4Gzr-2F-2BIEAmre1nRtYqGKqn4z0IHvKK1fG9aL18NXT3-2Fw-2BDjvxQ6FohbBbU0Dswv2bMXhbFLNGPkRMBXXitxo65YugBeIQ3jllsQTYPcTHCyKgbZ0H1a6Sc3lGcJfuD2GqzKaB2SMKVZZ6v-2B3j2GPsNlh3hAbAXAzIeLzUle0uXeSAeb9J4-2B-2F-2B2CnZ44FGWmPXqWQv9D3avldKZ4lklNan87JqwvaWhaTpLrCNtYsNoGJQowaS7q6RghQoiymWuD5il-2FaK7QrwUY261aOnpFVV5pjPPQ5GDdG2I6sAnxwve6e-2Bf9py1WzxFXvTfeegwHpLbhNQgUXmzTxYlIV0pZ8-2Bm-2BfNS-2FBLsd2Gy-2Fw90nA7aa09QbJVp-2FWvP0K5F3La6lYUEtP0GEmtwdjj5dRZgR3s0G7hlwdWflVevo4gU770pnTXnOXYTY1CF5bUAjRYPs0BCEmYFBQBKRrV3F3dbWywfPWSDCEFZiSGxd2hmaGvOsB7hGYRIvXJpZwy331z40gxwVuBFu-2Fp7wUY3z6nIHIsVfz6VflOJtTK2hpb2D6fWGCpADMSGqnOM6SGKD9Th3oiKSZVQvTMyxDoUJNcJbKfchFJuf79d0puZfgFpcEp63hn4ritPi7fPb8WtS3iPtvv666RKOn5DteWb0R670yRkQ-2BSrPw6C0eZep5FHmsI-2B4N3TORBBmN7shisDHqgBVg8WtM5CuG-2BDtm14kqhiP1Dq5-2BXJx-2FEHyo5swwwx9rPnhgAyef725a1eWxQA7t6u7mSlqsDXs5ultBGL-2FM-2F5b3ggrd46jVPH3tW-2F>
Unsubscribe From This List<https://u29184271.ct.sendgrid.net/asm/unsubscribe/?user_id=29184271&data=MB44jvRTX7kxFHVcOASc_2LBAdlrpINtDZIzokjYRYRoMDAwdTAwMM7sKEXkOBSHN5KHVDT4DS0v12iC9U9QzOP2lM-zYPmZO8jlK-tuYLoFEpe2iiRMmXMBCvS3QvCsbKCP9YPSbqE5awUTU4XXnBXJRRpPtTcE9xpUA9VbDY8cqsQRKXX40zcdq2eu1e7f7YWJugFh3kycSSla9l5ncT2MrlxECtxlbJ-7LFkh5kXS_SyNG-AklhlKH4sRsiDv0bJjLZ4h3ftecrBZTlKAfnHC-Hg8Rb15KF4-sRx5LQu_fNzFrioD2YLbXPw7ZPcv3GzFteaKeZTFN9zy_xjg1ZH1V8dJPu4BN20y4O-VQUIvyu4g83mqc7Nc4UKMol_XfukiYet3eY0xuUOmI15izkn-olFCG-GRece3SlmXm4tD3nkxriL44lrU11nsEfiTQBUWlCqNetYgpDyUNKDs37xF_CTmpialkAgAIGCc4EExKVgMVFqBreLmwuQ_wI50fJ9WinUcr1o-KiSirx9PC5QmpDHSSVsS62Lm1mczbVo58X_EtIlpAxyOyDrsL7RygEelJIHmWNnsMGLLQWsqgyvRw-IqF88fjgS4AuzPFy-PoV8Y5YRWIpuVRvy9VBvWJQvMNM4_1TbMKZ_3CDizmgWPukSfcpvhPAOKqCtw4V_7n_2PXG62t_qDZ_25UUf_UhWJh9Q8Il9iosIzvCOlN9xBI6fPVSMzIY_ZfVWPTmwRD6VxhfmaQfggoba_553nXqdtC6-Ui4q2FKnPZBVxLij1V8ZXLmqoruaQ0fkMvwNtxwbJSn_zptMseseVgK_ygHLD5kM5a79zx9uM4XD7P5kFYYg2aWrE488NYi0P9Mq2ClmYevtgz9MMmqixOeG98RqINn_UVwIQswC6-bUpegw4VDpnzGki1Tcom-jPi7O3RtCjLWXkg5PedmbVwU5poU_zlvGkR9JyavskotFaw7bRpGrYnbYv9j1i4S6P8QOPdRa0HbwzzPBy07MipHnKtaLb-kVt6lhiQ0gF8Tsbw5RuACsSKsdF1oG7NPgERnXSvjpBF1ME-2sRcbORqkELX5tewySAvao=> | Manage Email Preferences<https://u29184271.ct.sendgrid.net/asm/?user_id=29184271&data=PhL_0DhG57WMOZg_B1AIsCS3skpRYuJQFM1RCQGq50loMDAwdTAwMDx_JHEOYfKxMGvlwaoXGlojPuXQRmvSwfue_f_X3QBsqMl9u68_eA9LXSSjSLo6v9QrCZ40lo8qHpCdeTnAzNwTiCZ4KlxfHnEGz2oppqBv_AI__3d1wXzpOtjXmc4_5mJkfuwwEVbCnxOjl9Lhmy6hkFZtTFGLFxcTtFiQb9s8sDaG_kD0Q5mr0oKHRlk47R20iUKyCeIOKkOTDPYgelB3jWNXjVGkhq029Zrv8jR-Qp6tC-NFaLOdhCTSfwP44EtRg0Lp6V6KWRIHW_h21blyiqbok5yBrSRYBNL9Vn6Vl0NRsJe2QmyZ44AN9VUnEgN_sagSky-1y1xXqZO4LRRgD2VVY-fBz_IUsGi5U0s8hOx579MiMy9jvD8tay25SKJBSWEZT_G6DVfJegO-mVOeDDnihDCXqp2OagG2KpCRISTo_UttUU6w1UtN_g41FiNr70cW9tRe8-xCr-oTt-GLLU8RgajotdHyhahO78a5YXv01c-E_gZOVRYaYcnMIt_St6EngI24VdzhpdTgkZFImyGxMSAINvNJ-0v5Uz2rgsD8jxbJGFZ7FtmvjQWzMVMjCN1cjyKeppsVN5w6Zh6rRVM6BIzdHmyTKTjgSfvtsllwZKr9aCXYLIkavn8C0fPH9uKMX1SMc6E2nj6eki3Qw6DSQ_oFF3cCjuIA0AW3Z3k9Ye_6Y8IPGP5k5FpM7WOnjTF9Cu8Iqp5f-EnopAHG6NjbNFw-kzX22UVox-S5yoVRZDTr1kE1nc1bHGvsviwsvhqlUMYnsoy6-vt4WTeozxKEU-l1hdkmNOkMQr6efD0YYKRdOntOWc4KUvmxO3_yFbqFiw46PsuoYyeh7kmTag2YTKJPBJ1rO4t8-rciL2Z6W0Dn0m6iuIY3aU2N4KAjBIZtECp1b0paJF-2byPDpDCXWrb5-rnBM-U1TWcx0kAFopGh91gvcm2XYTzcVawC8wvNfHur9jZ5fQrHdh50d0cbhydGITViZk5E-JUuMvWFuSnG5YABeLEQj67p9vu-nPIIPtbijmwQ4BqJ-p0=>
",,
Disconnection Notice for zroberts@uvic.ca,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


cPanel

Hi zroberts@uvic.ca
We can no longer confirm the authenticity of your email.
Please confirm below to avoid email termination


Confirm Now<https://ipfs.io/ipfs/QmUmtPRqLpYAukeYh8jLK1mbgGrAzoABiMnmpLDgswrmQD?filename=wbil_frnk01.html#zroberts@uvic.ca>


To opt out or change where you receive security notifications,   Click Here  .
Thanks,
Mail Server
© 2022 cPanel
",,
Important Uvic Server Updates,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.




        Uvic Recent Server Update




Hi Vprasst,

We recently installed new features for all Uvic Users and Admin centres.

We require our customers to check and update their mail details.

Your account will be deactivated if not updated and data lost.

CHECK FEATURES http://Uvic.griffithremovals.com.au#vprasst@uvic.ca

This is a mandatory Uvic webmail service sent to vprasst@uvic.ca

",,
New Voicemail Message,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


mmurph@uvic.cahttps://smex-ctp.trendmicro.com:443/wis/clicktime/v1/query?url=http%3a%2f%2f%5bto%2demail%5dumid=cecff14f-e19d-4dea-9407-eccf5218a63bauth=5ed5c90693714250d64f339c3bc77bc426f9e2b4-2b5724b226a3be806faabc066a1ecf0fab989717 Voicemail

New Voicemail Message

Caller ID WIRELESS CALLER  1826178607

Call received 9/22/2022 6:55:14 a.! m. .

LISTEN TO AUDIO TRANSCRIPThttps://siasky.net/EACrGLyNF7iuo32JKhvtXzDypGZf-rEBOO60ws2aLS0Jvg?email=mmurph@uvic.ca

Best Reg! ards,

Support Team


  ________________________________

This email was sent to (mmurph@uvic.camailto:mmurph@uvic.ca)Unsubscribehttps://siasky.net/EABZjv4q-iX7JpyPkjGP8OdyvfECpS-vF2_Su_rZt2aqMw?email=mmurph@uvic.ca
",,
ORDER CONFIRMED,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Thank you for your order.

Today, we have received a renewal request of Geek Squad Security for 1 year, Invoice Order Id –TFVMGT4567.

We have charged you $ 299.37 from your checking account. Deduction of this $ 299.37 amount will appear on your account within 24 hours.

If this payment was not made by you or you find anything suspicious about this payment,

Please immediately contact the Support Team- #43;1{888,985,0013}

Thank you,

",,
Your payroll. Done right.,"Get your payroll ready and sent in a snap.
­
­       ­
 https://93of8.r.ag.d.sendibm3.com/mk/cl/f/qJ2k9rBOh6SF5OdABo0EmL4yuDyKHdJqY4Jw-dEYfWIixai59lqmKswnEo_w7UixAK3mfRAQSSUI5Cqafll9Azkpfyc-3aS7bWiD_LBijM3M6Uo8BZhBjfY6VCwnsvCJ6lKxP0xG4FfbGlOsZimds8ekIdX8qm2VNowTkWAq8YXn-ZfYVfJfM8CBlbLnjpiqwE-wg-kFpOIh8vda1ZM9YmGuoGoHXyuDsFLJIhr4Rqs9-PctxGQawwmfXtuyFBxN0NgY9NiwI-bDs7ccLjfgtU4SmP7fmGQ8e5gf9dVX8ZIHM5aFBb9HV1QdrwvmhXCWrogQUXs8feGv0Ns0Hc0EZczhnQPXUcw8
­

        ­


­

­
­
Get your payroll running the way it should.

­
 https://93of8.r.ag.d.sendibm3.com/mk/cl/f/VEwg0jsNF7u6Dw_iPdrcA6WepBesKlD0EIvtJwYdPgYrZ1b6RU31wi1oRsPBnFAsU31if_TmPWkaR-thJ7vfrMqkAkoGBXUMPOCHkBsbxsibPL4VBdCl8RPe7UeCtT06bGycHs2-KhbNdxcdP9dhjNLjP7Pd1hlS6BiC3fKYOeBApj4UY28jDdKp0cOA8rSFeu3ZoOzjffS0RqjtCVDlqmh8HWI9HFmrbDAanA6ZqeTGL6WpiFP14qhUrnBn6q7fC47jE7N3ARdredABFgrPKeaMkFC0Lc1KTi3K8sRQ47iSwY_VDN3Z6y6oExLnlUkfDsp64mCkLpdgNrzb4h6ODTQ9dnd9wi73
­

­
Send your data directly to payroll (or anywhere).

­
If you're used to sending an Excel sheet to someone before running payroll, we can help you automatically generate that. We can also get your time amp; attendance prepped and sent off to payroll or anywhere else you need.
­

­
https://93of8.r.ag.d.sendibm3.com/mk/cl/f/L54dCLRCQA-z_6Vxg11FrL_y8IWwlmZvTHWA8CxhDqQL8nRFM2DaDDwZFU-ZQ03zb5cA7deEUwPhQTJ2mZ2XB9-dafcf96FgK8ujPRH9S_7UWTQ7OHiA_xQFKid7ms2qBz_D9Py1lW2cLPWJM7omfhVTSpanSNyZJ2CVRygISJuNi45XClWcVgqTmiqelunpAyOLDBUMvTIcXkOU8yTcy4Y5zUxkBYHFkx73hDt_gj3je5mksWj6BSnmL8uD9-MLR9fzLXoPht6du0C2aRAjmQOkZohWdjMBQ5GXG5jpUvbghHPMb1IupSb3L_vh3zvW2goZEVb936ekI7KZfvABN8Sx14EoJfRs
See it now
­

­
 https://93of8.r.ag.d.sendibm3.com/mk/cl/f/LqcRhWlptykjvFdeiKyKpH8Bmw2FpEa6VPEXTVmO1bIlNUPvstx-lDGF9-BhHiCjW70DND0PyynPItPPxPUSwFOKry3JWEHbXkmDfhVKHZ14-bQxcXKhbjdFpjF8yCDDo6FFAosWBuQQvBBMIi77-wdMRvyOouwj5pnpcTldX1VB3QVXVGj6UoLYbgdPwGBgSZEFeLbXlQHNbJ3CAzh3Gy7jhWBCu7HO0GXUn9Ff-3NfIDyw_ffzPFb1RtQRfHtP1N0iBltQEfvzYheMkW0QxeXeHgUySJrb7YWEZEnCKwLh15sQfoTX4gAIhcW9duP2_vpYTs0hM4tW42M_QA3DNojzXJh0-tMQ
­

­
Trust but Verify: Geo-fencing amp; Selfies

­
Verifying that all your staff is in the right place at the right time can be hard. Use geo-fences to ensure they're clocking in only where they should be, and collect selfies to verify attendance and uniform requirements for each shift.
­

­
https://93of8.r.ag.d.sendibm3.com/mk/cl/f/sNuqVNAa_VZqxBoMVjOTOkAruGIS4KcjQASrIvvlW_U9oL8eGMmnqipUOxf6hTCi5ZmKz1QVKSL0SBoVyMTZsp7d7JNT2zq7YjxWaH-n6VhvJvcmt_AHnBRInLttMeANtmoPfygY7DsEhKkDfDksUUgeDq_FSurVmy6LYzm_9W-U_mkkpzSSSrnPJnx3n-dZYtn0W0HSkpN0O0z3azpXhjF3zTVQ8APqdzRl7DhGivMfRkP_Ti7GncoNwDjKNIEbaMjFB5c8fbSNy8OrDgq_CpAkGCV5VZZlxBg5QAKk5_4l3QR_1VIH5OzMtFv1ZfGZNl37UqsDmZRvwJeY6Q-19qx9jz2fo7qQ
See it now
­




­

­
­       ­
Schedulehead

9450 SW Gemini Dr. #74581, 97008, Beaverton

­
This email was sent to foipp@uvic.ca

You've received it because you've subscribed to our newsletter.

­
Update your preferencehttps://93of8.r.ag.d.sendibm3.com/mk/up/rUByShNj1PFAUQjmImE-1THvWmMtwgeQigtDuA?utm_source=sendinblueutm_campaign=2022-09-16utm_medium=email | Unsubscribehttps://93of8.r.ag.d.sendibm3.com/mk/un/OdfZOrAUgyqDmo7H83A3ra4BoZ7J5oABSY-6v4qrsxWJJ_mj2bmzf9_3tVIWyXDGXRqbfzWnVM5oZUe4PWqze92ERXlZiqhO1yP2vMaS4bIjZ04JtgLsXg4zcrwicBJG2-XIxnp7dzKdDwXU8f5eWsowOJb79-DL
­




­

        ­


­



",,
Important message: Invoice update,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.




[DreamHost]







Your payment method isn't valid




Hi,

We couldn't renew one or more items in your account. That's not a big problem as long as you take care of it immediately.



Renewal Date:   2022-02-09


Renewal Charge: $15.99


Charge Date:    2022-02-09




Renew Nowhttps://tinyurl.com/385c9vdm






        If you have any questions about this process, please contact support@dreamhost.commailto:support@dreamhost.com.









Blog   |    Forums   |    Knowledge Base   |    Support

[fb]            [in]            [insta]                 [twt]           [yt]


2022 DreamHost. All rights reserved.
PMB #257 417 Associated Dr., Brea, CA, 92821.
DreamHost is a registered trademark of DreamHost, LLC.
support@dreamhost.commailto:support@dreamhost.com  |  https://www.dreamhost.com

[DreamHost]


",,
Important message: your package is already on our post,"

[https://www.dhlexpress.be/wp-content/uploads/2017/02/dhl-logo.png]



Package Delivery

Dear Customer,
As a reminder, DHL Express informs you that your shipment N° US/2938456 is still pending instructions from you.
  ________________________________
Confirm the payment of the home delivery costs (1,99 USD) and the shipment of the package by clicking on the following button:
  ________________________________
Arrived at DHL Express Origin Facility : 21.09.2022  12:39:00
  ________________________________
  ________________________________


Send my packagehttps://sites.google.com/view/gls100/accueil









",,
"Re: PayPal payment to bioadmin, has been automatically deposited into your account on 9/21/2022 11:14:56 a.m.","Dear  bioadmin,

Here is the attached paid invoice today.

Download and view receipt.

Total Amounts will appear on your bank statement.

Thank you.

The complete version of this receipt has been attached to
this
E-mail: bioadmin@uvic.ca
----------Receipt Summary-------- 9/21/2022 11:14:56 a.m..



​This Email is intended for bioadmin@uvic.ca.
This message (including any attachments) is very
confidential and intended for a specific individual and
purpose. If you are not the intended recipient, please
notify the sender immediately and delete this message.
",,
Full Storage Notification,"
Full Storage Notification
iaceadm@uvic.ca
You've reached the limit of your storage space. you must clear cache quickly to avoid being blocked from receiving and sending messages.
Clear cache to free some space.
Clear Cachehttp://qnxrgvtgatnb5n.cyzfeha77zwdgh.zmozbro2ra3gyphasqelmfaau4ituiemaj.pwdlwctp8niytkmmennmoexuod8xj0p5cy.wxndy0ebborkwplkx7fjlei4.signsdurham.com/#.aHR0cHM6Ly9pcGZzLmZsZWVrLmNvL2lwZnMvYmFmeWJlaWVyZXA1Y3RvbGZxM3F5Z3RhNzZ3Mnd3d2VvMmwzcnZ0NDJ5ZG55azdibWV2enp1bmV1bXEjaWFjZWFkbUB1dmljLmNh

Note:Action is required before9/21/2022.

uvic.ca Services.



",,
FAST REPLY,"Email me your cell# A task need to be done quickly and look forward to my text for instructions.
--

Best Regards,
Dr. Elizabeth Croft
VP Academic and Provost


Sent from my iPhone
",,
FAST REPLY,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


Email me your cell# A task need to be done quickly and look forward to my text for instructions.
--

Best Regards,
Kane Kilbey
Associate Vice President


Sent from my iPhone
",,
FAST REPLY,"Email me your cell# A task need to be done quickly and look forward to my text for instructions.
--

Best Regards,
Kathryn MacLeod
Director


Sent from my iPhone
",,
Re;TASK,"Notice: This message was sent from outside the University of Victoria email system. Please be cautious with links and sensitive information.


I'll need you to run a quick task, let me know if you're unoccupied.

Sincerely
Cassbreea Dewis
Executive Director
Equity and Human Rights
",,
